batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyerA_decision,lawyerA_comment,lawyerA_corrected_answer,lawyerA_reviewer_name,lawyerB_decision,lawyerB_comment,lawyerB_corrected_answer,lawyerB_reviewer_name,decision_pair,is_disagreement,final_bucket,final_answer_source,final_answer,include_in_training,unresolved_reason
80,3ceaf81e1c0159b0,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:78:tpl:3,train_pending_review,,,,,TBK m.78 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.78] Başlık: II. Borçlanılmamış / Borçlanmadığı edimi kendi isteğiyle yerine getiren
kimse, bunu ancak, kendisini borçlu sanarak yerine getirdiğini ispat ederse geri isteyebilir. Zamanaşımına uğramış bir borcun ifasından veya ahlaki bir ödevin yerine getirilmiş olmasından kaynaklanan zenginleşmeler geri istenemez. Borç olmadığı hâlde ödenmiş olan edimin geri istenmesine ilişkin diğer kanun hükümleri saklıdır. B. Geri vermenin kapsamı","Özet: ""kimse, bunu ancak, kendisini borçlu sanarak yerine getirdiğini ispat ederse geri isteyebilir."" [Kaynak: TBK m.78]",REVISE,,"Özet: ""Borçlanmadığı edimi kendi isteğiyle yerine getiren kimse, bunu ancak, kendisini borçlu sanarak yerine getirdiğini ispat ederse geri isteyebilir. Zamanaşımına uğramış bir borcun ifasından veya ahlaki bir ödevin yerine getirilmiş olmasından kaynaklanan zenginleşmeler geri istenemez. Borç olmadığı hâlde ödenmiş olan edimin geri istenmesine ilişkin diğer kanun hükümleri saklıdır."" [Kaynak: TBK m.78]",,REVISE,,"Özet: Borçlanmadığı edimi kendi isteğiyle yerine getiren kimse, bunu ancak, kendisini borçlu sanarak yerine getirdiğini ispat ederse geri isteyebilir. Zamanaşımına uğramış bir borcun ifasından veya ahlaki bir ödevin yerine getirilmiş olmasından kaynaklanan zenginleşmeler geri istenemez. Borç olmadığı hâlde ödenmiş olan edimin geri istenmesine ilişkin diğer kanun hükümleri saklıdır. [Kaynak: TBK m.78]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Özet: ""Borçlanmadığı edimi kendi isteğiyle yerine getiren kimse, bunu ancak, kendisini borçlu sanarak yerine getirdiğini ispat ederse geri isteyebilir. Zamanaşımına uğramış bir borcun ifasından veya ahlaki bir ödevin yerine getirilmiş olmasından kaynaklanan zenginleşmeler geri istenemez. Borç olmadığı hâlde ödenmiş olan edimin geri istenmesine ilişkin diğer kanun hükümleri saklıdır."" [Kaynak: TBK m.78]",1,
81,3d1434666116efbe,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:140:tpl:4,train_pending_review,,,,,TBK m.140 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.140] Başlık: 2. Kefalet hâlinde / Asıl borçlunun
takası ileri sürme hakkı bulundukça, kefili de alacaklıya ifada bulunmaktan kaçınabilir.","Doğrudan metin dayanağı: ""takası ileri sürme hakkı bulundukça, kefili de alacaklıya ifada bulunmaktan kaçınabilir."" [Kaynak: TBK m.140]",REVISE,,"Doğrudan metin dayanağı: ""Asıl borçlunun takası ileri sürme hakkı bulundukça, kefili de alacaklıya ifada bulunmaktan kaçınabilir."" [Kaynak: TBK m.140]",,REVISE,,"Doğrudan metin dayanağı: ""Asıl borçlunun takası ileri sürme hakkı bulundukça, kefili de alacaklıya ifada bulunmaktan kaçınabilir."" [Kaynak: TBK m.140]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"Doğrudan metin dayanağı: ""Asıl borçlunun takası ileri sürme hakkı bulundukça, kefili de alacaklıya ifada bulunmaktan kaçınabilir."" [Kaynak: TBK m.140]",1,
82,3d1cdd65634c80de,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:237:tpl:2,train_pending_review,,,,,TBK m.237 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.237] Başlık: A. Şekil / Taşınmaz satışının geçerli olabilmesi için, sözleşmenin
resmî şekilde düzenlenmesi şarttır. Taşınmaz satışı vaadi, geri alım ve alım sözleşmeleri, resmî şekilde düzenlenmedikçe geçerli olmaz. Önalım sözleşmesinin geçerliliği, yazılı şekilde yapılmış olmasına bağlıdır. B. Satış ilişkisi doğuran haklar","Madde metni şu kuralı içerir: ""resmî şekilde düzenlenmesi şarttır. Taşınmaz satışı vaadi, geri alım ve alım sözleşmeleri, resmî şekilde düzenlenmedikçe geçerli olmaz."" [Kaynak: TBK m.237]",REVISE,,"Madde metni şu kuralı içerir: ""Taşınmaz satışının geçerli olabilmesi için, sözleşmenin resmî şekilde düzenlenmesi şarttır. Taşınmaz satışı vaadi, geri alım ve alım sözleşmeleri, resmî şekilde düzenlenmedikçe geçerli olmaz. Önalım sözleşmesinin geçerliliği, yazılı şekilde yapılmış olmasına bağlıdır."" [Kaynak: TBK m.237]",,REVISE,,"Madde metni şu kuralı içerir: Taşınmaz satışının geçerli olabilmesi için, sözleşmenin resmî şekilde düzenlenmesi şarttır. Taşınmaz satışı vaadi, geri alım ve alım sözleşmeleri, resmî şekilde düzenlenmedikçe geçerli olmaz. Önalım sözleşmesinin geçerliliği, yazılı şekilde yapılmış olmasına bağlıdır. [Kaynak: TBK m.237]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Madde metni şu kuralı içerir: ""Taşınmaz satışının geçerli olabilmesi için, sözleşmenin resmî şekilde düzenlenmesi şarttır. Taşınmaz satışı vaadi, geri alım ve alım sözleşmeleri, resmî şekilde düzenlenmedikçe geçerli olmaz. Önalım sözleşmesinin geçerliliği, yazılı şekilde yapılmış olmasına bağlıdır."" [Kaynak: TBK m.237]",1,
83,3d219394cacabf41,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:519:tpl:1,train_pending_review,,,,,TBK m.519'e göre temel kural nedir?,"[Kaynak: TBK m.519] Başlık: IV. Taraflar arasındaki / Kredi emri veren ile kredi emrinden yararlanan
arasındaki ilişkiye, kefil ile asıl borçlu arasındaki ilişkiyi düzenleyen hükümler uygulanır. ÜÇÜNCÜ AYIRIM Simsarlık Sözleşmesi","TBK m.519 metnine göre: ""arasındaki ilişkiye, kefil ile asıl borçlu arasındaki ilişkiyi düzenleyen hükümler uygulanır."" [Kaynak: TBK m.519]",REVISE,,"TBK m.519 metnine göre: ""Kredi emri veren ile kredi emrinden yararlanan arasındaki ilişkiye, kefil ile asıl borçlu arasındaki ilişkiyi düzenleyen hükümler uygulanır."" [Kaynak: TBK m.519]",,REVISE,,"TBK m.519 metnine göre: ""Kredi emri veren ile kredi emrinden yararlanan arasındaki ilişkiye, kefil ile asıl borçlu arasındaki ilişkiyi düzenleyen hükümler uygulanır."" [Kaynak: TBK m.519]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.519 metnine göre: ""Kredi emri veren ile kredi emrinden yararlanan arasındaki ilişkiye, kefil ile asıl borçlu arasındaki ilişkiyi düzenleyen hükümler uygulanır."" [Kaynak: TBK m.519]",1,
84,3d2c72d940a588cf,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:121:tpl:4,train_pending_review,,,,,TBK m.121 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.121] Başlık: Faiz veya irat borcunu ya da bağışladığı bir miktar
parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez.","Doğrudan metin dayanağı: ""parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür."" [Kaynak: TBK m.121]",REVISE,,"Doğrudan metin dayanağı: ""Faiz veya irat borcunu ya da bağışladığı bir miktar parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez."" [Kaynak: TBK m.121]",,REVISE,,"Doğrudan metin dayanağı: ""Faiz veya irat borcunu ya da bağışladığı bir miktar parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez."" [Kaynak: TBK m.121]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"Doğrudan metin dayanağı: ""Faiz veya irat borcunu ya da bağışladığı bir miktar parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez."" [Kaynak: TBK m.121]",1,
85,3d53dee2a9b53e13,TBK-019,easy,out_of_scope,data/review_sheets/phase2_first_batch_20260308/reconciled_20260308/batch1_first100_reconciled_master.jsonl,e2865b6531945499,train_pending_review,,,,,Türk Ticaret Kanunu'na göre anonim şirket kuruluş asgari sermayesi nedir?,[Kaynak: BELİRTİLMEMİŞ] Eval raporunda kaynak metni bulunmuyor.,TTK ve 25.11.2023 tarihli 7887 sayılı Cumhurbaşkanı Kararı uyarınca 1.1.2024’ten itibaren anonim şirketin asgari kuruluş sermayesi 250.000 TL’dir. Halka açık olmayan ve kayıtlı sermaye sistemini kabul eden anonim şirketlerde başlangıç sermayesi en az 500.000 TL olmalıdır.,APPROVE,,,,REVISE,,TTK m.332 ve 25.11.2023 tarihli 7887 sayılı Cumhurbaşkanı Kararı uyarınca anonim şirketlerde asgari kuruluş sermayesi 250.000 TL’dir. Halka açık olmayan ve kayıtlı sermaye sistemini kabul eden anonim şirketlerde başlangıç sermayesi en az 500.000 TL olmalıdır. [Kaynak: TTK m.332] [Kaynak: 7887 sayılı Cumhurbaşkanı Kararı],,APPROVE+REVISE,1,revised_needed,lawyerB_corrected,TTK m.332 ve 25.11.2023 tarihli 7887 sayılı Cumhurbaşkanı Kararı uyarınca anonim şirketlerde asgari kuruluş sermayesi 250.000 TL’dir. Halka açık olmayan ve kayıtlı sermaye sistemini kabul eden anonim şirketlerde başlangıç sermayesi en az 500.000 TL olmalıdır. [Kaynak: TTK m.332] [Kaynak: 7887 sayılı Cumhurbaşkanı Kararı],1,
86,3d55c6f0cc2448e4,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:205:tpl:1,train_pending_review,,,,,TBK m.205'e göre temel kural nedir?,"[Kaynak: TBK m.205] Başlık: A. Sözleşmenin devri / Sözleşmenin
devri, sözleşmeyi devralan ile devreden ve sözleşmede kalan taraf arasında yapılan ve devredenin bu sözleşmeden doğan taraf olma sıfatı ile birlikte bütün hak ve borçlarını devralana geçiren bir anlaşmadır. Sözleşmeyi devralan ile devreden arasında yapılan ve sözleşmede kalan diğer tarafça önceden verilen izne dayanan veya sonradan onaylanan anlaşma da, sözleşmenin devri hükümlerine tabidir. Sözleşmenin devrinin geçerliliği, devredilen sözleşmenin şekline bağlıdır. Kanundan doğan halefiyet hâlleri ile diğer özel hükümler saklıdır.","TBK m.205 metnine göre: ""devri, sözleşmeyi devralan ile devreden ve sözleşmede kalan taraf arasında yapılan ve devredenin bu sözleşmeden doğan taraf olma sıfatı ile birlikte bütün hak ve borçlarını devralana geçiren bir anlaşmadır."" [Kaynak: TBK m.205]",REVISE,,"TBK m.205 metnine göre: ""Sözleşmenin devri, sözleşmeyi devralan ile devreden ve sözleşmede kalan taraf arasında yapılan ve devredenin bu sözleşmeden doğan taraf olma sıfatı ile birlikte bütün hak ve borçlarını devralana geçiren bir anlaşmadır. Sözleşmeyi devralan ile devreden arasında yapılan ve sözleşmede kalan diğer tarafça önceden verilen izne dayanan veya sonradan onaylanan anlaşma da, sözleşmenin devri hükümlerine tabidir. Sözleşmenin devrinin geçerliliği, devredilen sözleşmenin şekline bağlıdır. Kanundan doğan halefiyet hâlleri ile diğer özel hükümler saklıdır."" [Kaynak: TBK m.205]",,REVISE,,"TBK m.205 metnine göre: ""Sözleşmenin devri, sözleşmeyi devralan ile devreden ve sözleşmede kalan taraf arasında yapılan ve devredenin bu sözleşmeden doğan taraf olma sıfatı ile birlikte bütün hak ve borçlarını devralana geçiren bir anlaşmadır. Sözleşmeyi devralan ile devreden arasında yapılan ve sözleşmede kalan diğer tarafça önceden verilen izne dayanan veya sonradan onaylanan anlaşma da, sözleşmenin devri hükümlerine tabidir. Sözleşmenin devrinin geçerliliği, devredilen sözleşmenin şekline bağlıdır. Kanundan doğan halefiyet hâlleri ile diğer özel hükümler saklıdır."" [Kaynak: TBK m.205]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.205 metnine göre: ""Sözleşmenin devri, sözleşmeyi devralan ile devreden ve sözleşmede kalan taraf arasında yapılan ve devredenin bu sözleşmeden doğan taraf olma sıfatı ile birlikte bütün hak ve borçlarını devralana geçiren bir anlaşmadır. Sözleşmeyi devralan ile devreden arasında yapılan ve sözleşmede kalan diğer tarafça önceden verilen izne dayanan veya sonradan onaylanan anlaşma da, sözleşmenin devri hükümlerine tabidir. Sözleşmenin devrinin geçerliliği, devredilen sözleşmenin şekline bağlıdır. Kanundan doğan halefiyet hâlleri ile diğer özel hükümler saklıdır."" [Kaynak: TBK m.205]",1,
87,3d5933d9f8f9e092,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:355:tpl:1,train_pending_review,,,,,TBK m.355'e göre temel kural nedir?,"[Kaynak: TBK m.355] Başlık: 5. Yeniden kiralama / Kiraya veren, gereksinim amacıyla kiralananın
boşaltılmasını sağladığında, haklı sebep olmaksızın, kiralananı üç yıl geçmedikçe eski kiracısından başkasına kiralayamaz. Yeniden inşa ve imar amacıyla boşaltılması sağlanan taşınmazlar, eski hâli ile, haklı sebep olmaksızın üç yıl geçmedikçe başkasına kiralanamaz. Eski kiracının, yeniden inşa ve imarı gerçekleştirilen taşınmazları, yeni durumu ve yeni kira bedeli ile kiralama konusunda öncelik hakkı vardır. Bu hakkın, kiraya verenin yapacağı yazılı bildirimi izleyen bir ay içinde kullanılması gerekir; bu öncelik hakkı sona erdirilmedikçe, taşınmaz üç yıl geçmeden başkasına kiralanamaz. Kiraya veren, bu hükümlere aykırı davrandığı takdirde, eski kiracısına son kira yılında ödenmiş olan bir yıllık kira bedelinden az olmamak üzere tazminat ödemekle yükümlüdür.","TBK m.355 metnine göre: ""boşaltılmasını sağladığında, haklı sebep olmaksızın, kiralananı üç yıl geçmedikçe eski kiracısından başkasına kiralayamaz."" [Kaynak: TBK m.355]",REVISE,,"TBK m.355 metnine göre: ""Kiraya veren, gereksinim amacıyla kiralananın boşaltılmasını sağladığında, haklı sebep olmaksızın, kiralananı üç yıl geçmedikçe eski kiracısından başkasına kiralayamaz. Yeniden inşa ve imar amacıyla boşaltılması sağlanan taşınmazlar, eski hâli ile, haklı sebep olmaksızın üç yıl geçmedikçe başkasına kiralanamaz. Eski kiracının, yeniden inşa ve imarı gerçekleştirilen taşınmazları, yeni durumu ve yeni kira bedeli ile kiralama konusunda öncelik hakkı vardır. Bu hakkın, kiraya verenin yapacağı yazılı bildirimi izleyen bir ay içinde kullanılması gerekir; bu öncelik hakkı sona erdirilmedikçe, taşınmaz üç yıl geçmeden başkasına kiralanamaz. Kiraya veren, bu hükümlere aykırı davrandığı takdirde, eski kiracısına son kira yılında ödenmiş olan bir yıllık kira bedelinden az olmamak üzere tazminat ödemekle yükümlüdür."" [Kaynak: TBK m.355]",,REVISE,,"TBK m.355 metnine göre: ""Kiraya veren, gereksinim amacıyla kiralananın boşaltılmasını sağladığında, haklı sebep olmaksızın, kiralananı üç yıl geçmedikçe eski kiracısından başkasına kiralayamaz. Yeniden inşa ve imar amacıyla boşaltılması sağlanan taşınmazlar, eski hâli ile, haklı sebep olmaksızın üç yıl geçmedikçe başkasına kiralanamaz. Eski kiracının, yeniden inşa ve imarı gerçekleştirilen taşınmazları, yeni durumu ve yeni kira bedeli ile kiralama konusunda öncelik hakkı vardır. Bu hakkın, kiraya verenin yapacağı yazılı bildirimi izleyen bir ay içinde kullanılması gerekir; bu öncelik hakkı sona erdirilmedikçe, taşınmaz üç yıl geçmeden başkasına kiralanamaz. Kiraya veren, bu hükümlere aykırı davrandığı takdirde, eski kiracısına son kira yılında ödenmiş olan bir yıllık kira bedelinden az olmamak üzere tazminat ödemekle yükümlüdür."" [Kaynak: TBK m.355]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.355 metnine göre: ""Kiraya veren, gereksinim amacıyla kiralananın boşaltılmasını sağladığında, haklı sebep olmaksızın, kiralananı üç yıl geçmedikçe eski kiracısından başkasına kiralayamaz. Yeniden inşa ve imar amacıyla boşaltılması sağlanan taşınmazlar, eski hâli ile, haklı sebep olmaksızın üç yıl geçmedikçe başkasına kiralanamaz. Eski kiracının, yeniden inşa ve imarı gerçekleştirilen taşınmazları, yeni durumu ve yeni kira bedeli ile kiralama konusunda öncelik hakkı vardır. Bu hakkın, kiraya verenin yapacağı yazılı bildirimi izleyen bir ay içinde kullanılması gerekir; bu öncelik hakkı sona erdirilmedikçe, taşınmaz üç yıl geçmeden başkasına kiralanamaz. Kiraya veren, bu hükümlere aykırı davrandığı takdirde, eski kiracısına son kira yılında ödenmiş olan bir yıllık kira bedelinden az olmamak üzere tazminat ödemekle yükümlüdür."" [Kaynak: TBK m.355]",1,
88,3d663f19d60cb745,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:179:tpl:1,train_pending_review,,,,,TBK m.179'e göre temel kural nedir?,"[Kaynak: TBK m.179] Başlık: 1. Cezanın sözleşmenin / Bir sözleşmenin hiç veya gereği gibi ifa edilmemesi
durumu için bir ceza kararlaştırılmışsa, aksi sözleşmeden anlaşılmadıkça alacaklı, ya borcun ya da cezanın ifasını isteyebilir. Ceza, borcun belirlenen zaman veya yerde ifa edilmemesi durumu için kararlaştırılmışsa alacaklı, hakkından açıkça feragat etmiş veya ifayı çekincesiz olarak kabul etmiş olmadıkça, asıl borçla birlikte cezanın ifasını da isteyebilir. Borçlunun, kararlaştırılan cezayı ifa ederek sözleşmeyi, dönme veya fesih suretiyle sona erdirmeye yetkili olduğunu ispat etme hakkı saklıdır.","TBK m.179 metnine göre: ""durumu için bir ceza kararlaştırılmışsa, aksi sözleşmeden anlaşılmadıkça alacaklı, ya borcun ya da cezanın ifasını isteyebilir."" [Kaynak: TBK m.179]",REVISE,,"TBK m.179 metnine göre: ""Bir sözleşmenin hiç veya gereği gibi ifa edilmemesi durumu için bir ceza kararlaştırılmışsa, aksi sözleşmeden anlaşılmadıkça alacaklı, ya borcun ya da cezanın ifasını isteyebilir. Ceza, borcun belirlenen zaman veya yerde ifa edilmemesi durumu için kararlaştırılmışsa alacaklı, hakkından açıkça feragat etmiş veya ifayı çekincesiz olarak kabul etmiş olmadıkça, asıl borçla birlikte cezanın ifasını da isteyebilir. Borçlunun, kararlaştırılan cezayı ifa ederek sözleşmeyi, dönme veya fesih suretiyle sona erdirmeye yetkili olduğunu ispat etme hakkı saklıdır."" [Kaynak: TBK m.179]",,REVISE,,"TBK m.179 metnine göre: ""Bir sözleşmenin hiç veya gereği gibi ifa edilmemesi durumu için bir ceza kararlaştırılmışsa, aksi sözleşmeden anlaşılmadıkça alacaklı, ya borcun ya da cezanın ifasını isteyebilir. Ceza, borcun belirlenen zaman veya yerde ifa edilmemesi durumu için kararlaştırılmışsa alacaklı, hakkından açıkça feragat etmiş veya ifayı çekincesiz olarak kabul etmiş olmadıkça, asıl borçla birlikte cezanın ifasını da isteyebilir. Borçlunun, kararlaştırılan cezayı ifa ederek sözleşmeyi, dönme veya fesih suretiyle sona erdirmeye yetkili olduğunu ispat etme hakkı saklıdır."" [Kaynak: TBK m.179]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.179 metnine göre: ""Bir sözleşmenin hiç veya gereği gibi ifa edilmemesi durumu için bir ceza kararlaştırılmışsa, aksi sözleşmeden anlaşılmadıkça alacaklı, ya borcun ya da cezanın ifasını isteyebilir. Ceza, borcun belirlenen zaman veya yerde ifa edilmemesi durumu için kararlaştırılmışsa alacaklı, hakkından açıkça feragat etmiş veya ifayı çekincesiz olarak kabul etmiş olmadıkça, asıl borçla birlikte cezanın ifasını da isteyebilir. Borçlunun, kararlaştırılan cezayı ifa ederek sözleşmeyi, dönme veya fesih suretiyle sona erdirmeye yetkili olduğunu ispat etme hakkı saklıdır."" [Kaynak: TBK m.179]",1,
89,3d7824b7ee917c54,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:111:tpl:1,train_pending_review,,,,,TBK m.111'e göre temel kural nedir?,"[Kaynak: TBK m.111] Başlık: F. Diğer ifa engelleri / Borçlunun kusuru olmaksızın, alacağın kime ait
olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir. İKİNCİ AYIRIM Borçların İfa Edilmemesinin Sonuçları A. Borcun ifa edilmemesi I. Giderim borcu","TBK m.111 metnine göre: ""olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir."" [Kaynak: TBK m.111]",REVISE,,"TBK m.111 metnine göre: ""Borçlunun kusuru olmaksızın, alacağın kime ait olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir."" [Kaynak: TBK m.111]",,REVISE,,"TBK m.111 metnine göre: ""Borçlunun kusuru olmaksızın, alacağın kime ait olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir."" [Kaynak: TBK m.111]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.111 metnine göre: ""Borçlunun kusuru olmaksızın, alacağın kime ait olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir."" [Kaynak: TBK m.111]",1,
90,3d9ab933185a55cf,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:480:tpl:2,train_pending_review,,,,,TBK m.480 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.480] Başlık: 2. Bedel / Bedel götürü olarak belirlenmişse yüklenici, eseri o
bedelle meydana getirmekle yükümlüdür. Eser, öngörülenden fazla emek ve masrafı gerektirmiş olsa bile yüklenici, belirlenen bedelin artırılmasını isteyemez. Ancak, başlangıçta öngörülemeyen veya öngörülebilip de taraflarca göz önünde tutulmayan durumlar, taraflarca belirlenen götürü bedel ile eserin yapılmasına engel olur veya son derece güçleştirirse yüklenici, hâkimden sözleşmenin yeni koşullara uyarlanmasını isteme, bu mümkün olmadığı veya karşı taraftan beklenemediği takdirde sözleşmeden dönme hakkına sahiptir. Dürüstlük kurallarının gerektirdiği durumlarda yüklenici, ancak fesih hakkını kullanabilir. Eser, öngörülenden az emek ve masrafı gerektirmiş olsa bile işsahibi, belirlenen bedelin tamamını ödemekle yükümlüdür. b. Değere göre bedel","Madde metni şu kuralı içerir: ""bedelle meydana getirmekle yükümlüdür. Eser, öngörülenden fazla emek ve masrafı gerektirmiş olsa bile yüklenici, belirlenen bedelin artırılmasını isteyemez."" [Kaynak: TBK m.480]",REVISE,,"Madde metni şu kuralı içerir: ""Bedel götürü olarak belirlenmişse yüklenici, eseri o bedelle meydana getirmekle yükümlüdür. Eser, öngörülenden fazla emek ve masrafı gerektirmiş olsa bile yüklenici, belirlenen bedelin artırılmasını isteyemez. Ancak, başlangıçta öngörülemeyen veya öngörülebilip de taraflarca göz önünde tutulmayan durumlar, taraflarca belirlenen götürü bedel ile eserin yapılmasına engel olur veya son derece güçleştirirse yüklenici, hâkimden sözleşmenin yeni koşullara uyarlanmasını isteme, bu mümkün olmadığı veya karşı taraftan beklenemediği takdirde sözleşmeden dönme hakkına sahiptir. Dürüstlük kurallarının gerektirdiği durumlarda yüklenici, ancak fesih hakkını kullanabilir. Eser, öngörülenden az emek ve masrafı gerektirmiş olsa bile işsahibi, belirlenen bedelin tamamını ödemekle yükümlüdür."" [Kaynak: TBK m.480]",,REVISE,,"Madde metni şu kuralı içerir: Bedel götürü olarak belirlenmişse yüklenici, eseri o bedelle meydana getirmekle yükümlüdür. Eser, öngörülenden fazla emek ve masrafı gerektirmiş olsa bile yüklenici, belirlenen bedelin artırılmasını isteyemez. Ancak, başlangıçta öngörülemeyen veya öngörülebilip de taraflarca göz önünde tutulmayan durumlar, taraflarca belirlenen götürü bedel ile eserin yapılmasına engel olur veya son derece güçleştirirse yüklenici, hâkimden sözleşmenin yeni koşullara uyarlanmasını isteme, bu mümkün olmadığı veya karşı taraftan beklenemediği takdirde sözleşmeden dönme hakkına sahiptir. Dürüstlük kurallarının gerektirdiği durumlarda yüklenici, ancak fesih hakkını kullanabilir. Eser, öngörülenden az emek ve masrafı gerektirmiş olsa bile işsahibi, belirlenen bedelin tamamını ödemekle yükümlüdür. [Kaynak: TBK m.480]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Madde metni şu kuralı içerir: ""Bedel götürü olarak belirlenmişse yüklenici, eseri o bedelle meydana getirmekle yükümlüdür. Eser, öngörülenden fazla emek ve masrafı gerektirmiş olsa bile yüklenici, belirlenen bedelin artırılmasını isteyemez. Ancak, başlangıçta öngörülemeyen veya öngörülebilip de taraflarca göz önünde tutulmayan durumlar, taraflarca belirlenen götürü bedel ile eserin yapılmasına engel olur veya son derece güçleştirirse yüklenici, hâkimden sözleşmenin yeni koşullara uyarlanmasını isteme, bu mümkün olmadığı veya karşı taraftan beklenemediği takdirde sözleşmeden dönme hakkına sahiptir. Dürüstlük kurallarının gerektirdiği durumlarda yüklenici, ancak fesih hakkını kullanabilir. Eser, öngörülenden az emek ve masrafı gerektirmiş olsa bile işsahibi, belirlenen bedelin tamamını ödemekle yükümlüdür."" [Kaynak: TBK m.480]",1,
